price,make,model,year,mileage,color,vin,state,country
14100,chevrolet,trax,2018,16502,white,kl7cjpsbxjb710284,west virginia,usa
38600,chevrolet,1500,2019,20681,black,1gcuyged0kz114660,west virginia,usa
9100,chevrolet,door,2016,54655,blue,1g1pe5sb4g7168780,missouri,usa
8600,chevrolet,door,2016,57825,blue,1g1pe5sb1g7193233,missouri,usa
22000,chevrolet,door,2016,58856,white,3gcpcrec6gg235750,oklahoma,usa
8900,chevrolet,colorado,2015,85072,white,1gchsaea3f1218425,west virginia,usa
15500,chevrolet,door,2015,79506,red,1gcrcpehxfz272176,west virginia,usa
3300,chevrolet,door,2015,85301,silver,1g1pg5sbxf7249436,west virginia,usa
29000,chevrolet,1500,2015,69377,brown,3gcuksej3fg195122,missouri,usa
17300,chevrolet,equinox,2020,15577,black,3gnaxkev2ll125886,nevada,usa
30500,chevrolet,traverse,2020,23470,silver,1gnerhkw7lj115518,nevada,usa
25000,chevrolet,impala,2020,18715,silver,1g1105s31lu100901,nevada,usa
2800,chevrolet,cruze,2012,61258,white,1g1pl5sc7c7367895,illinois,usa
3300,chevrolet,door,2012,131791,no_color,1gnkvjedxcj172991,illinois,usa
36400,chevrolet,suburban,2019,35705,silver,1gnskhkcxkr139079,nevada,usa
34800,chevrolet,suburban,2019,48982,silver,1gnskhkc2kr158368,nevada,usa
20700,chevrolet,ld,2019,33745,white,2gcrcpec4k1155751,nevada,usa
32200,chevrolet,suburban,2019,42267,silver,1gnschkc9kr204131,nevada,usa
35300,chevrolet,tahoe,2019,46863,black,1gnskbkc9kr143993,nevada,usa
33500,chevrolet,suburban,2019,36443,white,1gnschkc2kr124931,nevada,usa
13700,chevrolet,impala,2019,14939,blue,2g11z5s30k9137729,nevada,usa
15900,chevrolet,malibu,2019,22026,black,1g1zd5st0kf187281,nevada,usa
33200,chevrolet,suburban,2019,38278,black,1gnschkc9kr201844,nevada,usa
35500,chevrolet,suburban,2019,46149,silver,1gnskhkc1kr203879,nevada,usa
29800,chevrolet,suburban,2018,48427,silver,1gnschkc6jr106222,nevada,usa
29800,chevrolet,suburban,2018,48807,gray,1gnschkc1jr387653,nevada,usa
29500,chevrolet,suburban,2018,52618,silver,1gnschkc1jr235923,nevada,usa
30300,chevrolet,suburban,2018,46494,white,1gnschkc5jr280816,nevada,usa
24300,chevrolet,1500,2018,56296,black,3gcukreh2jg284677,new york,usa
29800,chevrolet,suburban,2017,33909,silver,1gnschkc4hr206149,nevada,usa
29800,chevrolet,suburban,2017,33028,white,1gnschkc3hr133923,nevada,usa
27500,chevrolet,camaro,2016,44653,white,1g1fh1r79g0149647,nevada,usa
10800,chevrolet,door,2017,80516,gray,2gnfleek2h6351253,new jersey,usa
11500,chevrolet,van,2017,105151,white,1gcwgaff8h1120366,new jersey,usa
10400,chevrolet,van,2017,78368,white,3n63m0yn6hk696088,new jersey,usa
11400,chevrolet,equinox,2018,78956,white,2gnaxsevxj6292207,florida,usa
11400,chevrolet,equinox,2018,88564,white,2gnaxsev1j6218321,florida,usa
8000,chevrolet,door,2015,78800,white,1g11b5sl5ff135735,nevada,usa
3000,chevrolet,door,2012,111856,white,1gccsbf92c8121126,california,usa
25000,chevrolet,door,2015,80946,black,3gcuksec6fg382971,nevada,usa
12300,chevrolet,traverse,2017,83168,gray,1gnkrfed3hj217603,new york,usa
14100,chevrolet,traverse,2017,58606,white,1gnkrfed7hj307708,new york,usa
9000,chevrolet,van,2014,82020,white,1gcsgafx9e1173192,nevada,usa
4200,chevrolet,door,2014,102500,black,1g1p75sz3e7332279,nevada,usa
22500,chevrolet,van,2019,8150,white,1gcwgafg5k1229335,texas,usa
22600,chevrolet,van,2019,6159,white,1gcwgafg1k1229638,texas,usa
22600,chevrolet,van,2019,5938,white,1gcwgafg2k1222357,texas,usa
22500,chevrolet,van,2019,9019,white,1gcwgafg3k1232427,texas,usa
10200,chevrolet,malibu,2018,45836,white,1g1zd5stxjf175198,texas,usa
42700,chevrolet,3500,2016,60215,white,1gc4k1e88gf118806,texas,usa
21200,chevrolet,tahoe,2015,125507,white,1gnscckc9fr715640,texas,usa
22700,chevrolet,door,2016,90944,white,1gnscbkc6gr432916,texas,usa
22000,chevrolet,tahoe,2015,82785,gray,1gnscakc0fr161697,texas,usa
9600,chevrolet,1500,2014,150525,white,3gcpcpeh2eg231868,texas,usa
10500,chevrolet,door,2013,112267,silver,1gcrcrea5dz179299,texas,usa
6700,chevrolet,door,2013,139394,white,1gb3czcg3df161404,texas,usa
14200,chevrolet,door,2013,82543,black,3gcpcse09dg282246,texas,usa
15500,chevrolet,equinox,2019,13532,white,2gnaxkev1k6296972,florida,usa
35100,chevrolet,1500,2018,14751,blue,3gcukrec2jg216609,kansas,usa
26300,chevrolet,camaro,2018,11150,gray,1g1fb1rx5j0103693,kansas,usa
15700,chevrolet,colorado,2016,91248,white,1gcgtce36g1387412,new jersey,usa
17600,chevrolet,1500,2016,65336,white,1gcvkneh3gz336629,new jersey,usa
18600,chevrolet,1500,2016,48974,white,1gcvkneh7gz158854,new jersey,usa
19100,chevrolet,1500,2016,40011,white,1gcvkneh1gz235878,new jersey,usa
15200,chevrolet,equinox,2019,37444,black,2gnaxkev2k6183550,north carolina,usa
16100,chevrolet,equinox,2019,43199,white,2gnaxuev0k6196714,north carolina,usa
14800,chevrolet,equinox,2019,43589,charcoal,2gnaxkevxk6199639,north carolina,usa
16700,chevrolet,equinox,2019,32870,charcoal,2gnaxuev8k6190062,north carolina,usa
15300,chevrolet,equinox,2019,38826,charcoal,2gnaxkev7k6197637,north carolina,usa
16500,chevrolet,equinox,2019,33739,charcoal,2gnaxuev3k6169765,north carolina,usa
19600,chevrolet,passenger,2019,35309,white,1gazgpfgxk1197071,north carolina,usa
15200,chevrolet,impala,2019,32248,red,1g11z5sa4ku113760,north carolina,usa
15000,chevrolet,impala,2019,36165,silver,1g11z5sa7ku117222,north carolina,usa
15500,chevrolet,impala,2019,29922,charcoal,2g11z5saxk9120208,north carolina,usa
15700,chevrolet,impala,2019,26848,silver,2g11z5sa5k9140950,north carolina,usa
14800,chevrolet,impala,2019,41163,charcoal,2g11z5sa8k9139310,north carolina,usa
9200,chevrolet,cruze,2017,32856,red,3g1be6sm0hs561566,north carolina,usa
8200,chevrolet,impala,2017,100315,black,1g1105sa9hu160835,north carolina,usa
11400,chevrolet,door,2013,91638,silver,1gc2kvcg8dz256073,new jersey,usa
6500,chevrolet,door,2015,83173,white,1g11c5sl0ff208474,north carolina,usa
11500,chevrolet,door,2014,94356,gray,1gnkvgkd3ej113338,north carolina,usa
23800,chevrolet,door,2015,85792,black,1gnscbkc0fr109217,florida,usa
8900,chevrolet,door,2014,129068,white,1gnkrgkd3ej285342,florida,usa
28300,chevrolet,ld,2019,27665,red,2gcvkpec1k1124569,indiana,usa
27300,chevrolet,ld,2019,25427,black,2gcvkpec4k1105269,indiana,usa
3500,chevrolet,door,2013,78198,gray,1g11c5saxdf350889,new jersey,usa
28300,chevrolet,colorado,2020,13886,silver,1gcgtcen7l1101496,indiana,usa
18300,chevrolet,impala,2019,34538,silver,2g11z5s37k9134455,indiana,usa
22500,dodge,charger,2018,20575,silver,2c3cdxjg1jh292507,wisconsin,usa
22500,dodge,charger,2018,26026,gray,2c3cdxjg4jh292503,wisconsin,usa
8300,dodge,door,2012,99015,gray,1c6rd7ft0cs326533,wisconsin,usa
16500,dodge,caravan,2019,27327,gray,2c4rdgeg4kr682965,nebraska,usa
14500,dodge,journey,2019,30229,silver,3c4pdcgg9kt700676,nebraska,usa
30000,dodge,charger,2019,43294,white,2c3cdxjg2kh630921,ontario,canada
30000,dodge,charger,2019,54309,orange,2c3cdxjg0kh682158,ontario,canada
30000,dodge,charger,2019,52822,white,2c3cdxjg2kh658962,ontario,canada
30000,dodge,charger,2019,45554,white,2c3cdxjg1kh630912,ontario,canada
30000,dodge,charger,2019,37538,white,2c3cdxjg1kh658953,ontario,canada
29500,dodge,charger,2019,35153,red,2c3cdxjg6kh630954,ontario,canada
21600,dodge,challenger,2019,23783,white,2c3cdzgg2kh594165,washington,usa
22600,dodge,charger,2019,30759,black,2c3cdxhg2kh608648,washington,usa
16300,dodge,caravan,2019,38922,gray,2c4rdgcg5kr518563,washington,usa
8600,dodge,door,2012,165836,blue,1c6rd7ht8cs279667,washington,usa
28800,dodge,durango,2019,19235,no_color,1c4rdhdg4kc769457,texas,usa
22100,dodge,challenger,2019,9445,gray,2c3cdzag4kh686869,texas,usa
14300,dodge,journey,2018,19164,gray,3c4pdcab2jt216649,north carolina,usa
13700,dodge,caravan,2018,54106,white,2c4rdgeg6jr205887,north carolina,usa
29500,dodge,challenger,2017,32051,no_color,2c3cdzfj5hh650508,arizona,usa
18500,dodge,journey,2017,14870,gray,3c4pddeg4ht608652,texas,usa
19000,dodge,door,2016,32294,blue,2c3cdxjg0gh303988,colorado,usa
43400,dodge,challenger,2015,7250,white,2c3cdzc99fh713682,arizona,usa
46000,dodge,challenger,2015,10145,no_color,2c3cdzfj8fh877821,arizona,usa
12500,dodge,journey,2018,59924,silver,3c4pdcgg1jt257213,texas,usa
13900,dodge,charger,2017,21304,black,2c3cdxbg5hh642083,florida,usa
13000,dodge,caravan,2018,52079,white,2c4rdgegxjr339012,california,usa
13000,dodge,caravan,2018,54960,white,2c4rdgcg2jr205677,california,usa
3000,dodge,door,2013,80099,white,1c3cdzcb6dn599101,texas,usa
17500,dodge,caravan,2019,23987,black,2c4rdgcgxkr751032,florida,usa
7900,dodge,door,2017,84144,gray,3c4pdcbg0ht518476,california,usa
8900,dodge,door,2014,85639,blue,2c3cdxbg5eh300547,florida,usa
11500,dodge,caravan,2018,50193,no_color,2c4rdgcg8jr208468,pennsylvania,usa
6500,dodge,journey,2017,74392,black,3c4pdcab8ht507652,pennsylvania,usa
8000,dodge,door,2017,76117,black,3c4pdcgb7ht525941,pennsylvania,usa
18700,dodge,challenger,2018,36358,gray,2c3cdzag5jh245542,new jersey,usa
8350,dodge,journey,2017,90685,white,3c4pddbg6ht592197,florida,usa
27900,dodge,charger,2017,54141,orange,2c3cdxctxhh618731,florida,usa
14500,dodge,door,2016,82240,white,1c4rdjag5gc486469,pennsylvania,usa
6200,dodge,door,2016,66167,silver,1c3cdfbb6gd515496,pennsylvania,usa
7500,dodge,door,2012,144220,gray,1c6rd7ft6cs238912,pennsylvania,usa
20200,dodge,caravan,2019,24722,black,2c4rdgdg0kr571878,illinois,usa
29300,dodge,durango,2019,41198,silver,1c4sdjct2kc576022,illinois,usa
31000,dodge,durango,2019,26353,black,1c4sdjct5kc738497,illinois,usa
32400,dodge,durango,2019,28280,white,1c4sdjctxkc691872,illinois,usa
5800,dodge,door,2012,130120,white,3c6jd6dtxcg183219,minnesota,usa
21500,dodge,charger,2019,15340,black,2c3cdxbg8kh658222,texas,usa
23100,dodge,charger,2018,12265,silver,2c3cdxjgxjh222262,michigan,usa
4500,dodge,van,2014,94872,gray,2c4rdgcg3er266428,texas,usa
24800,dodge,charger,2018,17946,silver,2c3cdxjg6jh182178,michigan,usa
23000,dodge,charger,2018,26996,gray,2c3cdxjg7jh189253,michigan,usa
26900,dodge,journey,2019,5775,gray,3c4pddbg3kt708835,wisconsin,usa
21500,dodge,challenger,2018,6748,gray,2c3cdzag8jh321934,wisconsin,usa
15700,dodge,journey,2018,38128,white,3c4pdcgg2jt378879,wisconsin,usa
15200,dodge,caravan,2018,41636,silver,2c4rdgcg8jr327542,wisconsin,usa
23300,dodge,charger,2018,5359,blue,2c3cdxbgxjh273288,wisconsin,usa
6100,dodge,door,2015,70296,white,1c3cdfbb3fd213551,minnesota,usa
20000,dodge,journey,2017,11346,green,3c4pddgg6ht556180,wisconsin,usa
53000,dodge,challenger,2017,7415,no_color,2c3cdzc98hh553913,illinois,usa
3000,dodge,door,2013,107593,orange,1c3cdfcb9dd329946,minnesota,usa
18200,dodge,door,2016,50639,black,2c3cdxct3gh355660,new jersey,usa
21800,dodge,challenger,2019,6530,gray,2c3cdzbt8kh705158,arizona,usa
52000,dodge,charger,2016,17432,blue,2c3cdxl92gh285329,illinois,usa
19000,dodge,charger,2019,19636,black,2c3cdxhg6kh598321,arizona,usa
25000,dodge,challenger,2016,41748,no_color,2c3cdzbt4gh325869,illinois,usa
36000,dodge,challenger,2016,13162,red,2c3cdzfj8gh351982,illinois,usa
17000,dodge,caravan,2019,32937,white,2c4rdgegxkr599122,georgia,usa
25300,dodge,door,2015,23095,red,1c4rdjeg3fc112029,wisconsin,usa
14900,dodge,journey,2017,34432,gray,3c4pddeg9ht565166,wisconsin,usa
15000,dodge,caravan,2017,48162,no_color,2c4rdgeg8hr632871,wisconsin,usa
12995,dodge,doors,2014,68310,gray,2c3cdyag9eh126828,massachusetts,usa
17750,dodge,doors,2014,48000,black,2c3cdybt2eh298212,massachusetts,usa
10295,dodge,doors,2014,105962,black,2c3cdyag3eh213138,pennsylvania,usa
16995,dodge,doors,2014,96575,gray,2c3cdybt3eh136783,connecticut,usa
25000,dodge,doors,2014,13239,toreador red,2c3cdybt5eh217218,new york,usa
23995,dodge,doors,2014,24934,bright white clearcoat,2c3cdybt3eh115268,rhode island,usa
14900,dodge,doors,2014,46859,billet silver metallic clearcoat,2c3cdyag6eh133624,new jersey,usa
15810,dodge,doors,2014,44468,black clearcoat,2c3cdyag9eh313809,new york,usa
20227,dodge,doors,2014,62230,jazz blue pearlcoat,2c3cdybt1eh270465,new york,usa
20999,dodge,doors,2014,37082,silver,2c3cdybt9eh247614,new york,usa
22499,dodge,doors,2014,23964,bright white clearcoat,2c3cdybt9eh143592,new jersey,usa
23495,dodge,doors,2014,11204,black clearcoat,2c3cdyag1eh311262,new york,usa
25250,dodge,doors,2014,7608,billet silver metallic clearcoat,2c3cdybt6eh111229,new york,usa
15322,dodge,doors,2014,49982,billet silver metallic clearcoat,2c3cdyag3eh251064,new jersey,usa
21232,dodge,charger,2019,4950,gray,2c3cdxbgxkh707467,texas,usa
5800,dodge,journey,2013,111628,white,3c4pddfg9dt523590,wisconsin,usa
29000,dodge,door,2012,15927,black,2c3cdxej6ch170654,illinois,usa
17000,dodge,caravan,2018,36299,gray,2c4rdgeg5jr147562,new jersey,usa
13800,dodge,journey,2018,28469,red,3c4pdcgg9jt352215,florida,usa
30000,dodge,durango,2019,29086,gray,1c4sdhct3kc769532,missouri,usa
14800,dodge,caravan,2017,35991,gray,2c4rdgeg1hr716871,florida,usa
8500,dodge,journey,2017,62224,black,3c4pdcabxht695526,missouri,usa
9800,dodge,door,2013,86500,white,1c4rdjdg3dc674852,missouri,usa
4200,dodge,door,2014,144725,gray,2c3cdxbg3eh170784,nevada,usa
2500,dodge,van,2013,163260,red,2c4rdgbg8dr566594,tennessee,usa
28700,dodge,charger,2018,19636,blue,2c3cdxct8jh197730,california,usa
18500,dodge,challenger,2018,34272,gray,2c3cdzag4jh302832,california,usa
17300,dodge,challenger,2018,42909,no_color,2c3cdzag3jh242672,california,usa
7100,dodge,door,2016,55749,gray,3c4pdcab7gt103739,louisiana,usa
3250,dodge,door,2015,89142,white,1c3cdfbb5fd213552,minnesota,usa
30700,dodge,durango,2017,20328,no_color,1c4sdhctxhc936557,california,usa
3000,dodge,door,2012,149332,gray,3c4pdcdg6ct146745,missouri,usa
26500,dodge,durango,2019,28551,gray,1c4rdjdgxkc744523,california,usa
20800,dodge,charger,2019,35098,gray,2c3cdxhgxkh527140,california,usa
20800,dodge,charger,2019,35365,gray,2c3cdxjg8kh527857,california,usa
5100,dodge,door,2015,88398,white,1c3cdfaa2fd144750,california,usa
18900,dodge,challenger,2019,27957,black,2c3cdzggxkh532268,california,usa
24000,dodge,durango,2019,30161,silver,1c4rdhdg3kc769255,california,usa
38800,dodge,challenger,2015,26292,white,2c3cdzc90fh834388,california,usa
24500,dodge,durango,2019,25780,white,1c4rdhdg1kc557017,california,usa
24500,dodge,durango,2019,25032,black,1c4rdhdg3kc675893,california,usa
6500,dodge,door,2016,72248,blue,1c3cdfbb8gd766472,new jersey,usa
24000,dodge,durango,2019,30630,gray,1c4rdhdg7kc675959,california,usa
18000,dodge,door,2014,86125,no_color,1c4rdjeg3ec591566,california,usa
24000,dodge,durango,2019,30408,white,1c4rdhdg6kc557000,california,usa
23500,dodge,durango,2019,35443,silver,1c4rdhdg0kc557042,california,usa
4500,dodge,van,2014,95377,white,2c4rdgcg9er400696,california,usa
25900,dodge,durango,2019,32724,silver,1c4rdjdg6kc684983,california,usa
13900,dodge,caravan,2019,45089,gray,2c4rdgcg3kr514530,california,usa
14200,dodge,journey,2019,35948,silver,3c4pdcgg4kt707549,california,usa
15400,dodge,caravan,2019,41601,blue,2c4rdgeg5kr563175,california,usa
17500,dodge,challenger,2019,26370,gray,2c3cdzagxkh583746,texas,usa
17500,dodge,caravan,2019,18271,white,2c4rdgcg1kr761805,texas,usa
18000,dodge,caravan,2019,9476,white,2c4rdgcg3kr753690,texas,usa
25200,dodge,door,2012,80899,gray,3c6ud5dl9cg338415,new jersey,usa
14100,dodge,caravan,2018,57394,black,2c4rdgeg5jr337118,texas,usa
13300,dodge,caravan,2018,42190,white,2c4rdgcg3jr364854,california,usa
16200,dodge,caravan,2019,22591,black,2c4rdgbgxkr624069,oklahoma,usa
13300,dodge,caravan,2018,48681,gray,2c4rdgegxjr331914,california,usa
13100,dodge,caravan,2018,42621,silver,2c4rdgcg0jr241626,california,usa
15500,dodge,caravan,2017,27761,silver,2c4rdgeg9hr852858,california,usa
4500,dodge,door,2013,107768,white,2c3cdyag9dh607919,california,usa
28400,dodge,durango,2019,14355,gray,1c4rdjdg7kc780041,colorado,usa
17400,dodge,caravan,2019,9467,gray,2c4rdgcgxkr747353,colorado,usa
6000,dodge,door,2014,122837,silver,2c3cdxbg1eh268115,florida,usa
20700,dodge,challenger,2019,18313,gray,2c3cdzag9kh642088,virginia,usa
20300,dodge,challenger,2019,19506,black,2c3cdzag1kh656275,virginia,usa
14000,dodge,journey,2018,14750,black,3c4pdcbb1jt319818,oklahoma,usa
22000,dodge,challenger,2019,11280,green,2c3cdzgg5kh709017,virginia,usa
17200,dodge,journey,2019,13944,blue,3c4pdcgg2kt803633,virginia,usa
15000,dodge,door,2016,26922,blue,2c3cdzag4gh309689,oklahoma,usa
17500,dodge,journey,2019,12690,gray,3c4pdcgg0kt809995,virginia,usa
1300,dodge,door,2013,239822,gray,1c3cdzcb5dn552741,michigan,usa
1750,dodge,door,2014,74975,red,1c3cdfbaxed815126,nevada,usa
16300,dodge,caravan,2019,28289,red,2c4rdgeg0kr557123,florida,usa
15700,dodge,caravan,2019,38041,red,2c4rdgeg9kr529238,florida,usa
10000,dodge,journey,2017,52386,silver,3c4pdcab0ht524414,florida,usa
23100,dodge,charger,2019,34391,white,2c3cdxct7kh608441,florida,usa
14900,dodge,caravan,2019,39515,red,2c4rdgcg9kr578507,florida,usa
16700,dodge,journey,2019,22074,orange,3c4pdcgg0kt783155,virginia,usa
16300,dodge,caravan,2019,28782,white,2c4rdgeg6kr578882,florida,usa
25800,dodge,durango,2019,30092,red,1c4rdjdg5kc733915,north carolina,usa
23800,dodge,challenger,2019,26443,black,2c3cdzbt4kh578392,north carolina,usa
16800,dodge,journey,2019,28981,red,3c4pddeg4kt738776,north carolina,usa
15500,dodge,journey,2019,32865,white,3c4pdceg4kt716822,north carolina,usa
6000,dodge,door,2014,117258,blue,2c3cdxbg9eh266032,florida,usa
26900,dodge,durango,2019,16397,white,1c4rdjdg2kc780335,arizona,usa
16900,dodge,caravan,2019,16176,white,2c4rdgeg7kr743175,arizona,usa
19500,dodge,caravan,2019,1091,gray,2c4rdgcg0kr798456,arizona,usa
15400,dodge,caravan,2019,17472,black,2c4rdgcg3kr747548,arizona,usa
2300,dodge,door,2012,123882,white,1c3cdzag7cn309641,texas,usa
17000,dodge,charger,2019,10341,red,2c3cdxbg0kh753132,california,usa
34000,dodge,durango,2019,19695,black,1c4sdjet3kc625404,new jersey,usa
13700,dodge,journey,2017,51041,black,3c4pddgg5ht702827,pennsylvania,usa
19100,dodge,challenger,2018,22646,white,2c3cdzag1jh288453,west virginia,usa
11800,dodge,journey,2018,18138,white,3c4pdcab0jt444388,west virginia,usa
27500,dodge,durango,2019,23987,gray,1c4rdjdg6kc701149,nevada,usa
26900,dodge,durango,2019,17160,black,1c4rdjdg6kc770276,nevada,usa
27100,dodge,durango,2019,26929,white,1c4rdjdgxkc770197,nevada,usa
27200,dodge,durango,2019,25815,white,1c4rdjdg5kc744770,nevada,usa
9000,dodge,caravan,2017,81992,silver,2c4rdgcg9hr818437,florida,usa
22500,dodge,challenger,2019,5000,gray,2c3cdzag6kh668955,south carolina,usa
7700,dodge,door,2015,62683,white,1c3cdfcb9fd102064,west virginia,usa
4500,dodge,van,2013,107224,white,2c4rdgbg6dr505681,florida,usa
2200,dodge,door,2013,184905,gray,3c4pddbg6dt605945,illinois,usa
21500,dodge,charger,2019,35153,black,2c3cdxhg6kh611276,pennsylvania,usa
18800,dodge,challenger,2019,26474,orange,2c3cdzag9kh617109,pennsylvania,usa
21800,dodge,charger,2019,30943,red,2c3cdxhg0kh608762,pennsylvania,usa
20300,dodge,challenger,2019,17154,black,2c3cdzgg1kh712965,pennsylvania,usa
8200,dodge,van,2016,79637,white,2c4rdgcg4gr384748,south carolina,usa
19000,dodge,caravan,2019,12123,red,2c4rdgeg1kr664259,pennsylvania,usa
8400,dodge,door,2016,107822,blue,2c3cdxhg4gh237287,south carolina,usa
19500,dodge,caravan,2019,10221,blue,2c4rdgeg2kr724727,pennsylvania,usa
7000,dodge,door,2015,95278,blue,3c4pdcab4ft518015,south carolina,usa
19500,dodge,challenger,2019,13457,gray,2c3cdzag2kh656320,pennsylvania,usa
8500,dodge,van,2014,69936,blue,2c4rdgbg3er453122,missouri,usa
20500,dodge,challenger,2019,13520,gray,2c3cdzgg0kh702489,pennsylvania,usa
4900,dodge,door,2014,96922,silver,1c3cdfbb6ed862064,south carolina,usa
20800,dodge,door,2014,72594,black,1c4sdjct7ec971656,missouri,usa
28500,dodge,durango,2019,17896,silver,1c4rdjdg3kc827484,pennsylvania,usa
21900,dodge,caravan,2019,11088,silver,2c4rdgegxkr786263,pennsylvania,usa
15800,dodge,caravan,2019,29567,black,2c4rdgeg6kr623139,nevada,usa
33000,dodge,durango,2019,15655,white,1c4sdjct2kc683796,colorado,usa
22700,dodge,challenger,2019,26428,black,2c3cdzbt4kh642012,nevada,usa
21900,dodge,charger,2019,29003,white,2c3cdxhg2kh585016,pennsylvania,usa
19300,dodge,charger,2019,32229,red,2c3cdxbg2kh644607,pennsylvania,usa
30700,dodge,durango,2019,26503,black,1c4sdjct0kc744790,nevada,usa
19300,dodge,challenger,2019,15446,black,2c3cdzag2kh679841,pennsylvania,usa
13750,dodge,caravan,2014,128556,white,2c7wdgbg1er432307,california,usa
16400,dodge,caravan,2019,23369,silver,2c4rdgcg9kr696007,nevada,usa
19500,dodge,caravan,2019,8767,black,2c4rdgeg8kr695119,pennsylvania,usa
15100,dodge,caravan,2019,48319,white,2c4rdgeg2kr565983,nevada,usa
28500,dodge,durango,2019,15275,black,1c4rdjdg0kc622141,pennsylvania,usa
15300,dodge,caravan,2019,33826,white,2c4rdgcg2kr648283,nevada,usa
20300,dodge,challenger,2019,16679,white,2c3cdzgg3kh684649,pennsylvania,usa
22000,dodge,charger,2019,26184,gray,2c3cdxhg3kh630447,pennsylvania,usa
16700,dodge,journey,2019,21203,gray,3c4pddgg5kt779690,nevada,usa
19300,dodge,challenger,2019,17870,black,2c3cdzag6kh701727,pennsylvania,usa
34100,dodge,durango,2019,17909,gray,1c4sdjct3kc820776,michigan,usa
14600,dodge,caravan,2019,41126,silver,2c4rdgcg5kr606318,nevada,usa
18200,dodge,caravan,2019,14098,red,2c4rdgcgxkr753573,pennsylvania,usa
33800,dodge,durango,2019,15003,black,1c4sdjct1kc817603,michigan,usa
15900,dodge,journey,2019,29105,black,3c4pddgg3kt720539,nevada,usa
16500,dodge,caravan,2019,34794,black,2c4rdgeg9kr518336,pennsylvania,usa
29600,dodge,durango,2019,20034,silver,1c4rdjdg9kc722562,michigan,usa
14100,dodge,caravan,2019,46942,black,2c4rdgcg1kr520021,nevada,usa
18200,dodge,caravan,2019,14753,white,2c4rdgcg3kr765807,pennsylvania,usa
18200,dodge,caravan,2019,14359,black,2c4rdgcg5kr749382,pennsylvania,usa
24300,dodge,charger,2019,34922,black,2c3cdxjg8kh573477,michigan,usa
15400,dodge,journey,2019,20944,white,3c4pdcgg4kt815525,nevada,usa
19000,dodge,journey,2019,9877,white,3c4pddgg1kt858578,pennsylvania,usa
19000,dodge,journey,2019,8949,black,3c4pddgg8kt858576,pennsylvania,usa
27800,dodge,challenger,2017,13627,gray,2c3cdzbt8hh655998,georgia,usa
18200,dodge,journey,2019,18291,blue,3c4pddgg9kt805269,pennsylvania,usa
15000,dodge,journey,2018,38029,white,3c4pdceg6jt516474,pennsylvania,usa
19200,dodge,caravan,2017,32593,gray,2c4rdgeg6hr575487,michigan,usa
15500,dodge,caravan,2018,37352,red,2c4rdgeg8jr340109,pennsylvania,usa
24900,dodge,challenger,2017,23030,green,2c3cdzgg8hh584894,michigan,usa
15500,dodge,journey,2018,30671,red,3c4pdceg2jt426366,pennsylvania,usa
7600,dodge,door,2012,79544,white,3c6td4ht4cg255894,texas,usa
18400,dodge,journey,2017,15027,black,3c4pddeg4ht610210,michigan,usa
14700,dodge,caravan,2018,29115,white,2c4rdgeg0jr327368,florida,usa
3900,dodge,door,2015,93604,white,1c3cdfbb5fd319614,florida,usa
5200,dodge,door,2015,100203,black,3c4pdcbg0ft637173,florida,usa
17200,dodge,caravan,2019,35401,silver,2c4rdgeg6kr674401,minnesota,usa
18700,dodge,caravan,2019,20279,red,2c4rdgeg8kr690731,minnesota,usa
32000,dodge,durango,2019,26090,red,1c4sdjct3kc632985,minnesota,usa
14500,dodge,door,2015,107924,white,1c4rdjdg4fc750792,michigan,usa
19400,dodge,caravan,2019,14906,black,2c4rdgcg2kr725699,minnesota,usa
17300,dodge,caravan,2019,34407,black,2c4rdgeg7kr674858,minnesota,usa
16700,dodge,journey,2019,18049,orange,3c4pdcgg0kt783172,minnesota,usa
19100,dodge,caravan,2019,18132,white,2c4rdgcg4kr735473,minnesota,usa
11100,dodge,door,2013,109176,black,1c4rdjag0dc608666,illinois,usa
32000,dodge,durango,2019,25456,black,1c4sdjct7kc647733,minnesota,usa
16900,dodge,caravan,2019,38375,silver,2c4rdgeg6kr619687,minnesota,usa
18000,dodge,charger,2017,39792,blue,2c3cdxjg2hh505412,massachusetts,usa
17800,dodge,caravan,2019,30403,white,2c4rdgcg5kr668950,minnesota,usa
18000,dodge,caravan,2019,28252,white,2c4rdgcg1kr691027,minnesota,usa
17500,dodge,caravan,2019,31904,white,2c4rdgeg6kr683079,minnesota,usa
14500,dodge,caravan,2018,24336,silver,2c4rdgcgxjr282071,nevada,usa
18500,dodge,caravan,2019,23961,silver,2c4rdgcg3kr545227,minnesota,usa
18600,dodge,caravan,2019,22919,silver,2c4rdgcg1kr735463,minnesota,usa
32000,dodge,durango,2019,22863,red,1c4sdjct7kc633007,minnesota,usa
17000,dodge,caravan,2019,38817,black,2c4rdgcg6kr660825,minnesota,usa
16000,dodge,caravan,2019,48854,white,2c4rdgeg5kr516518,minnesota,usa
18000,dodge,caravan,2019,27288,white,2c4rdgeg4kr662134,minnesota,usa
15900,dodge,charger,2020,5284,orange,2c3cdxbg6lh100855,pennsylvania,usa
6200,dodge,door,2016,99988,silver,3c4pdcbgxgt136860,alabama,usa
3700,dodge,door,2013,84109,black,1c3cdfbaxdd150548,alabama,usa
24000,dodge,door,2012,88539,white,3c63drgl5cg107218,mississippi,usa
